Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-20,0-4,Vrouw,0,0
2020-04-20,0-4,Man,0,0
2020-04-20,10-14,Vrouw,0,0
2020-04-20,10-14,Man,0,0
2020-04-20,15-19,Vrouw,0,0
2020-04-20,15-19,Man,0,1
2020-04-20,20-24,Vrouw,0,0
2020-04-20,20-24,Man,0,0
2020-04-20,25-29,Vrouw,0,0
2020-04-20,25-29,Man,0,3
2020-04-20,30-34,Vrouw,0,1
2020-04-20,30-34,Man,0,1
2020-04-20,35-39,Vrouw,0,1
2020-04-20,35-39,Man,0,3
2020-04-20,40-44,Vrouw,0,0
2020-04-20,40-44,Man,0,4
2020-04-20,45-49,Vrouw,0,6
2020-04-20,45-49,Man,0,3
2020-04-20,5-9,Vrouw,0,0
2020-04-20,5-9,Man,0,0
2020-04-20,50-54,Vrouw,0,13
2020-04-20,50-54,Man,0,18
2020-04-20,55-59,Vrouw,1,16
2020-04-20,55-59,Man,2,43
2020-04-20,60-64,Vrouw,0,36
2020-04-20,60-64,Man,1,72
2020-04-20,65-69,Vrouw,1,72
2020-04-20,65-69,Man,0,154
2020-04-20,70-74,Vrouw,4,155
2020-04-20,70-74,Man,7,261
2020-04-20,75-79,Vrouw,9,226
2020-04-20,75-79,Man,8,470
2020-04-20,80-84,Vrouw,3,322
2020-04-20,80-84,Man,6,495
2020-04-20,85-89,Vrouw,5,336
2020-04-20,85-89,Man,8,463
2020-04-20,90-94,Vrouw,3,253
2020-04-20,90-94,Man,5,174
2020-04-20,95+,Vrouw,3,106
2020-04-20,95+,Man,1,42
