Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-10-27,0-4,Man,0,0
2020-10-27,10-14,Man,0,0
2020-10-27,15-19,Man,0,1
2020-10-27,20-24,Man,0,0
2020-10-27,25-29,Man,0,3
2020-10-27,30-34,Man,0,3
2020-10-27,35-39,Man,0,5
2020-10-27,40-44,Man,0,8
2020-10-27,45-49,Man,0,15
2020-10-27,5-9,Man,0,0
2020-10-27,50-54,Man,0,35
2020-10-27,55-59,Man,0,77
2020-10-27,60-64,Man,5,130
2020-10-27,65-69,Man,6,252
2020-10-27,70-74,Man,20,445
2020-10-27,75-79,Man,38,752
2020-10-27,80-84,Man,41,872
2020-10-27,85-89,Man,48,856
2020-10-27,90-94,Man,18,388
2020-10-27,95+,Man,6,91
2020-10-27,0-4,Vrouw,0,0
2020-10-27,10-14,Vrouw,0,0
2020-10-27,15-19,Vrouw,0,0
2020-10-27,20-24,Vrouw,0,0
2020-10-27,25-29,Vrouw,0,0
2020-10-27,30-34,Vrouw,0,1
2020-10-27,35-39,Vrouw,1,4
2020-10-27,40-44,Vrouw,0,0
2020-10-27,45-49,Vrouw,1,17
2020-10-27,5-9,Vrouw,0,0
2020-10-27,50-54,Vrouw,1,21
2020-10-27,55-59,Vrouw,1,32
2020-10-27,60-64,Vrouw,3,60
2020-10-27,65-69,Vrouw,5,131
2020-10-27,70-74,Vrouw,7,265
2020-10-27,75-79,Vrouw,25,406
2020-10-27,80-84,Vrouw,36,625
2020-10-27,85-89,Vrouw,29,766
2020-10-27,90-94,Vrouw,25,606
2020-10-27,95+,Vrouw,12,275
