Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-12-29,0-4,Man,0,0
2020-12-29,10-14,Man,0,0
2020-12-29,15-19,Man,0,2
2020-12-29,20-24,Man,0,1
2020-12-29,25-29,Man,0,4
2020-12-29,30-34,Man,0,4
2020-12-29,35-39,Man,0,10
2020-12-29,40-44,Man,1,12
2020-12-29,45-49,Man,2,26
2020-12-29,5-9,Man,0,0
2020-12-29,50-54,Man,5,56
2020-12-29,55-59,Man,1,102
2020-12-29,60-64,Man,7,176
2020-12-29,65-69,Man,14,350
2020-12-29,70-74,Man,32,681
2020-12-29,75-79,Man,47,1124
2020-12-29,80-84,Man,61,1376
2020-12-29,85-89,Man,77,1378
2020-12-29,90-94,Man,36,668
2020-12-29,95+,Man,17,171
2020-12-29,0-4,Vrouw,0,0
2020-12-29,10-14,Vrouw,0,0
2020-12-29,15-19,Vrouw,0,0
2020-12-29,20-24,Vrouw,0,0
2020-12-29,25-29,Vrouw,0,0
2020-12-29,30-34,Vrouw,0,2
2020-12-29,35-39,Vrouw,1,5
2020-12-29,40-44,Vrouw,0,1
2020-12-29,45-49,Vrouw,0,21
2020-12-29,5-9,Vrouw,0,0
2020-12-29,50-54,Vrouw,2,36
2020-12-29,55-59,Vrouw,2,45
2020-12-29,60-64,Vrouw,5,92
2020-12-29,65-69,Vrouw,9,182
2020-12-29,70-74,Vrouw,17,382
2020-12-29,75-79,Vrouw,26,608
2020-12-29,80-84,Vrouw,58,988
2020-12-29,85-89,Vrouw,77,1240
2020-12-29,90-94,Vrouw,53,996
2020-12-29,95+,Vrouw,29,473
