Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-09-29,0-4,Man,0,0
2020-09-29,10-14,Man,0,0
2020-09-29,15-19,Man,0,1
2020-09-29,20-24,Man,0,0
2020-09-29,25-29,Man,0,3
2020-09-29,30-34,Man,0,3
2020-09-29,35-39,Man,0,5
2020-09-29,40-44,Man,0,7
2020-09-29,45-49,Man,3,13
2020-09-29,5-9,Man,0,0
2020-09-29,50-54,Man,0,30
2020-09-29,55-59,Man,1,76
2020-09-29,60-64,Man,3,119
2020-09-29,65-69,Man,3,232
2020-09-29,70-74,Man,7,402
2020-09-29,75-79,Man,9,682
2020-09-29,80-84,Man,8,769
2020-09-29,85-89,Man,11,750
2020-09-29,90-94,Man,6,341
2020-09-29,95+,Man,1,76
2020-09-29,0-4,Vrouw,0,0
2020-09-29,10-14,Vrouw,0,0
2020-09-29,15-19,Vrouw,0,0
2020-09-29,20-24,Vrouw,0,0
2020-09-29,25-29,Vrouw,0,0
2020-09-29,30-34,Vrouw,0,1
2020-09-29,35-39,Vrouw,0,2
2020-09-29,40-44,Vrouw,0,0
2020-09-29,45-49,Vrouw,1,16
2020-09-29,5-9,Vrouw,0,0
2020-09-29,50-54,Vrouw,0,20
2020-09-29,55-59,Vrouw,0,25
2020-09-29,60-64,Vrouw,2,53
2020-09-29,65-69,Vrouw,1,117
2020-09-29,70-74,Vrouw,3,252
2020-09-29,75-79,Vrouw,0,355
2020-09-29,80-84,Vrouw,11,555
2020-09-29,85-89,Vrouw,16,695
2020-09-29,90-94,Vrouw,11,548
2020-09-29,95+,Vrouw,5,245
