Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-07-14,0-4,Man,0,0
2020-07-14,10-14,Man,0,0
2020-07-14,15-19,Man,0,1
2020-07-14,20-24,Man,0,0
2020-07-14,25-29,Man,0,3
2020-07-14,30-34,Man,0,3
2020-07-14,35-39,Man,0,5
2020-07-14,40-44,Man,0,7
2020-07-14,45-49,Man,0,9
2020-07-14,5-9,Man,0,0
2020-07-14,50-54,Man,0,27
2020-07-14,55-59,Man,0,75
2020-07-14,60-64,Man,1,113
2020-07-14,65-69,Man,1,223
2020-07-14,70-74,Man,0,386
2020-07-14,75-79,Man,0,661
2020-07-14,80-84,Man,0,744
2020-07-14,85-89,Man,0,718
2020-07-14,90-94,Man,0,324
2020-07-14,95+,Man,-1,74
2020-07-14,0-4,Vrouw,0,0
2020-07-14,10-14,Vrouw,0,0
2020-07-14,15-19,Vrouw,0,0
2020-07-14,20-24,Vrouw,0,0
2020-07-14,25-29,Vrouw,0,0
2020-07-14,30-34,Vrouw,0,1
2020-07-14,35-39,Vrouw,0,2
2020-07-14,40-44,Vrouw,0,0
2020-07-14,45-49,Vrouw,0,15
2020-07-14,5-9,Vrouw,0,0
2020-07-14,50-54,Vrouw,0,20
2020-07-14,55-59,Vrouw,0,24
2020-07-14,60-64,Vrouw,0,52
2020-07-14,65-69,Vrouw,0,115
2020-07-14,70-74,Vrouw,-1,242
2020-07-14,75-79,Vrouw,1,346
2020-07-14,80-84,Vrouw,1,528
2020-07-14,85-89,Vrouw,-1,667
2020-07-14,90-94,Vrouw,1,515
2020-07-14,95+,Vrouw,1,235
