Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-16,0-4,Vrouw,0,0
2020-05-16,5-9,Vrouw,0,0
2020-05-16,10-14,Vrouw,0,0
2020-05-16,15-19,Vrouw,0,0
2020-05-16,20-24,Vrouw,0,0
2020-05-16,25-29,Vrouw,0,0
2020-05-16,30-34,Vrouw,0,1
2020-05-16,35-39,Vrouw,0,2
2020-05-16,40-44,Vrouw,0,0
2020-05-16,45-49,Vrouw,0,14
2020-05-16,50-54,Vrouw,0,18
2020-05-16,55-59,Vrouw,0,23
2020-05-16,60-64,Vrouw,0,49
2020-05-16,65-69,Vrouw,0,109
2020-05-16,70-74,Vrouw,0,230
2020-05-16,75-79,Vrouw,1,326
2020-05-16,80-84,Vrouw,2,490
2020-05-16,85-89,Vrouw,2,596
2020-05-16,90-94,Vrouw,3,459
2020-05-16,95+,Vrouw,3,205
2020-05-16,0-4,Man,0,0
2020-05-16,5-9,Man,0,0
2020-05-16,10-14,Man,0,0
2020-05-16,15-19,Man,0,1
2020-05-16,20-24,Man,0,0
2020-05-16,25-29,Man,0,3
2020-05-16,30-34,Man,0,2
2020-05-16,35-39,Man,0,5
2020-05-16,40-44,Man,0,5
2020-05-16,45-49,Man,0,8
2020-05-16,50-54,Man,0,24
2020-05-16,55-59,Man,0,70
2020-05-16,60-64,Man,0,103
2020-05-16,65-69,Man,3,203
2020-05-16,70-74,Man,3,362
2020-05-16,75-79,Man,2,631
2020-05-16,80-84,Man,2,700
2020-05-16,85-89,Man,4,664
2020-05-16,90-94,Man,2,295
2020-05-16,95+,Man,0,72
