Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-09-08,0-4,Man,0,0
2020-09-08,10-14,Man,0,0
2020-09-08,15-19,Man,0,1
2020-09-08,20-24,Man,0,0
2020-09-08,25-29,Man,0,3
2020-09-08,30-34,Man,0,3
2020-09-08,35-39,Man,0,5
2020-09-08,40-44,Man,0,7
2020-09-08,45-49,Man,0,9
2020-09-08,5-9,Man,0,0
2020-09-08,50-54,Man,1,30
2020-09-08,55-59,Man,0,75
2020-09-08,60-64,Man,1,115
2020-09-08,65-69,Man,1,228
2020-09-08,70-74,Man,1,391
2020-09-08,75-79,Man,-1,667
2020-09-08,80-84,Man,2,755
2020-09-08,85-89,Man,3,732
2020-09-08,90-94,Man,1,332
2020-09-08,95+,Man,0,75
2020-09-08,0-4,Vrouw,0,0
2020-09-08,10-14,Vrouw,0,0
2020-09-08,15-19,Vrouw,0,0
2020-09-08,20-24,Vrouw,0,0
2020-09-08,25-29,Vrouw,0,0
2020-09-08,30-34,Vrouw,0,1
2020-09-08,35-39,Vrouw,0,2
2020-09-08,40-44,Vrouw,0,0
2020-09-08,45-49,Vrouw,0,15
2020-09-08,5-9,Vrouw,0,0
2020-09-08,50-54,Vrouw,0,20
2020-09-08,55-59,Vrouw,0,25
2020-09-08,60-64,Vrouw,0,51
2020-09-08,65-69,Vrouw,0,116
2020-09-08,70-74,Vrouw,1,248
2020-09-08,75-79,Vrouw,0,353
2020-09-08,80-84,Vrouw,3,540
2020-09-08,85-89,Vrouw,1,676
2020-09-08,90-94,Vrouw,0,530
2020-09-08,95+,Vrouw,0,239
