Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-30,0-4,Vrouw,0,0
2020-05-30,5-9,Vrouw,0,0
2020-05-30,10-14,Vrouw,0,0
2020-05-30,15-19,Vrouw,0,0
2020-05-30,20-24,Vrouw,0,0
2020-05-30,25-29,Vrouw,0,0
2020-05-30,30-34,Vrouw,0,1
2020-05-30,35-39,Vrouw,0,2
2020-05-30,40-44,Vrouw,0,0
2020-05-30,45-49,Vrouw,0,14
2020-05-30,50-54,Vrouw,0,19
2020-05-30,55-59,Vrouw,0,24
2020-05-30,60-64,Vrouw,1,51
2020-05-30,65-69,Vrouw,1,112
2020-05-30,70-74,Vrouw,4,239
2020-05-30,75-79,Vrouw,3,338
2020-05-30,80-84,Vrouw,6,512
2020-05-30,85-89,Vrouw,23,646
2020-05-30,90-94,Vrouw,11,491
2020-05-30,95+,Vrouw,6,222
2020-05-30,0-4,Man,0,0
2020-05-30,5-9,Man,0,0
2020-05-30,10-14,Man,0,0
2020-05-30,15-19,Man,0,1
2020-05-30,20-24,Man,0,0
2020-05-30,25-29,Man,0,3
2020-05-30,30-34,Man,0,2
2020-05-30,35-39,Man,0,5
2020-05-30,40-44,Man,0,5
2020-05-30,45-49,Man,0,9
2020-05-30,50-54,Man,1,26
2020-05-30,55-59,Man,0,73
2020-05-30,60-64,Man,2,110
2020-05-30,65-69,Man,4,214
2020-05-30,70-74,Man,5,378
2020-05-30,75-79,Man,5,648
2020-05-30,80-84,Man,7,727
2020-05-30,85-89,Man,12,696
2020-05-30,90-94,Man,4,310
2020-05-30,95+,Man,0,73
