Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-13,0-4,Vrouw,0,0
2020-04-13,0-4,Man,0,0
2020-04-13,10-14,Vrouw,0,0
2020-04-13,10-14,Man,0,0
2020-04-13,15-19,Vrouw,0,0
2020-04-13,15-19,Man,0,0
2020-04-13,20-24,Vrouw,0,0
2020-04-13,20-24,Man,0,0
2020-04-13,25-29,Vrouw,0,0
2020-04-13,25-29,Man,0,3
2020-04-13,30-34,Vrouw,0,1
2020-04-13,30-34,Man,0,1
2020-04-13,35-39,Vrouw,0,1
2020-04-13,35-39,Man,0,1
2020-04-13,40-44,Vrouw,0,0
2020-04-13,40-44,Man,0,3
2020-04-13,45-49,Vrouw,0,5
2020-04-13,45-49,Man,0,2
2020-04-13,5-9,Vrouw,0,0
2020-04-13,5-9,Man,0,0
2020-04-13,50-54,Vrouw,1,12
2020-04-13,50-54,Man,3,12
2020-04-13,55-59,Vrouw,0,14
2020-04-13,55-59,Man,2,30
2020-04-13,60-64,Vrouw,2,25
2020-04-13,60-64,Man,1,56
2020-04-13,65-69,Vrouw,2,60
2020-04-13,65-69,Man,3,118
2020-04-13,70-74,Vrouw,5,104
2020-04-13,70-74,Man,4,200
2020-04-13,75-79,Vrouw,4,165
2020-04-13,75-79,Man,13,372
2020-04-13,80-84,Vrouw,9,244
2020-04-13,80-84,Man,10,398
2020-04-13,85-89,Vrouw,5,247
2020-04-13,85-89,Man,9,360
2020-04-13,90-94,Vrouw,5,176
2020-04-13,90-94,Man,4,123
2020-04-13,95+,Vrouw,1,65
2020-04-13,95+,Man,3,23
