Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-17,0-4,Vrouw,0,0
2020-04-17,5-9,Vrouw,0,0
2020-04-17,10-14,Vrouw,0,0
2020-04-17,15-19,Vrouw,0,0
2020-04-17,20-24,Vrouw,0,0
2020-04-17,25-29,Vrouw,0,0
2020-04-17,30-34,Vrouw,0,1
2020-04-17,35-39,Vrouw,-1,1
2020-04-17,40-44,Vrouw,0,0
2020-04-17,45-49,Vrouw,-8,6
2020-04-17,50-54,Vrouw,-8,12
2020-04-17,55-59,Vrouw,-9,15
2020-04-17,60-64,Vrouw,-19,32
2020-04-17,65-69,Vrouw,-46,67
2020-04-17,70-74,Vrouw,-102,139
2020-04-17,75-79,Vrouw,-132,206
2020-04-17,80-84,Vrouw,-216,300
2020-04-17,85-89,Vrouw,-353,301
2020-04-17,90-94,Vrouw,-264,233
2020-04-17,95+,Vrouw,-133,91
2020-04-17,0-4,Man,0,0
2020-04-17,5-9,Man,0,0
2020-04-17,10-14,Man,0,0
2020-04-17,15-19,Man,-1,0
2020-04-17,20-24,Man,0,0
2020-04-17,25-29,Man,0,3
2020-04-17,30-34,Man,-2,1
2020-04-17,35-39,Man,-2,3
2020-04-17,40-44,Man,-1,4
2020-04-17,45-49,Man,-6,3
2020-04-17,50-54,Man,-9,18
2020-04-17,55-59,Man,-37,38
2020-04-17,60-64,Man,-44,67
2020-04-17,65-69,Man,-72,144
2020-04-17,70-74,Man,-137,242
2020-04-17,75-79,Man,-210,443
2020-04-17,80-84,Man,-267,467
2020-04-17,85-89,Man,-273,429
2020-04-17,90-94,Man,-163,155
2020-04-17,95+,Man,-38,37
