Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-09,0-4,Vrouw,0,0
2020-05-09,5-9,Vrouw,0,0
2020-05-09,10-14,Vrouw,0,0
2020-05-09,15-19,Vrouw,0,0
2020-05-09,20-24,Vrouw,0,0
2020-05-09,25-29,Vrouw,0,0
2020-05-09,30-34,Vrouw,0,1
2020-05-09,35-39,Vrouw,0,2
2020-05-09,40-44,Vrouw,0,0
2020-05-09,45-49,Vrouw,-1,12
2020-05-09,50-54,Vrouw,0,18
2020-05-09,55-59,Vrouw,0,22
2020-05-09,60-64,Vrouw,0,46
2020-05-09,65-69,Vrouw,0,107
2020-05-09,70-74,Vrouw,-1,221
2020-05-09,75-79,Vrouw,0,315
2020-05-09,80-84,Vrouw,-2,465
2020-05-09,85-89,Vrouw,-3,561
2020-05-09,90-94,Vrouw,-2,428
2020-05-09,95+,Vrouw,-1,192
2020-05-09,0-4,Man,0,0
2020-05-09,5-9,Man,0,0
2020-05-09,10-14,Man,0,0
2020-05-09,15-19,Man,0,1
2020-05-09,20-24,Man,0,0
2020-05-09,25-29,Man,0,3
2020-05-09,30-34,Man,0,2
2020-05-09,35-39,Man,0,5
2020-05-09,40-44,Man,0,5
2020-05-09,45-49,Man,0,7
2020-05-09,50-54,Man,0,21
2020-05-09,55-59,Man,0,66
2020-05-09,60-64,Man,-1,100
2020-05-09,65-69,Man,0,194
2020-05-09,70-74,Man,-1,345
2020-05-09,75-79,Man,0,621
2020-05-09,80-84,Man,-4,676
2020-05-09,85-89,Man,0,641
2020-05-09,90-94,Man,0,277
2020-05-09,95+,Man,-2,68
