Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-12-01,0-4,Man,0,0
2020-12-01,10-14,Man,0,0
2020-12-01,15-19,Man,0,2
2020-12-01,20-24,Man,0,0
2020-12-01,25-29,Man,0,3
2020-12-01,30-34,Man,0,3
2020-12-01,35-39,Man,0,9
2020-12-01,40-44,Man,0,10
2020-12-01,45-49,Man,0,20
2020-12-01,5-9,Man,0,0
2020-12-01,50-54,Man,0,44
2020-12-01,55-59,Man,2,90
2020-12-01,60-64,Man,6,153
2020-12-01,65-69,Man,10,309
2020-12-01,70-74,Man,22,564
2020-12-01,75-79,Man,56,973
2020-12-01,80-84,Man,48,1167
2020-12-01,85-89,Man,56,1184
2020-12-01,90-94,Man,23,535
2020-12-01,95+,Man,4,128
2020-12-01,95+,Man,-4,124
2020-12-01,0-4,Vrouw,0,0
2020-12-01,10-14,Vrouw,0,0
2020-12-01,15-19,Vrouw,0,0
2020-12-01,20-24,Vrouw,0,0
2020-12-01,25-29,Vrouw,0,0
2020-12-01,30-34,Vrouw,1,2
2020-12-01,35-39,Vrouw,0,4
2020-12-01,40-44,Vrouw,0,1
2020-12-01,45-49,Vrouw,1,18
2020-12-01,5-9,Vrouw,0,0
2020-12-01,50-54,Vrouw,0,26
2020-12-01,55-59,Vrouw,1,40
2020-12-01,60-64,Vrouw,4,81
2020-12-01,65-69,Vrouw,5,158
2020-12-01,70-74,Vrouw,12,332
2020-12-01,75-79,Vrouw,25,515
2020-12-01,80-84,Vrouw,30,825
2020-12-01,85-89,Vrouw,47,1037
2020-12-01,90-94,Vrouw,32,822
2020-12-01,95+,Vrouw,18,383
2020-12-01,95+,Vrouw,-18,365
