Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-10,0-4,Vrouw,0,0
2020-05-10,5-9,Vrouw,0,0
2020-05-10,10-14,Vrouw,0,0
2020-05-10,15-19,Vrouw,0,0
2020-05-10,20-24,Vrouw,0,0
2020-05-10,25-29,Vrouw,0,0
2020-05-10,30-34,Vrouw,0,1
2020-05-10,35-39,Vrouw,1,2
2020-05-10,40-44,Vrouw,0,0
2020-05-10,45-49,Vrouw,2,13
2020-05-10,50-54,Vrouw,0,18
2020-05-10,55-59,Vrouw,1,22
2020-05-10,60-64,Vrouw,0,46
2020-05-10,65-69,Vrouw,6,107
2020-05-10,70-74,Vrouw,10,222
2020-05-10,75-79,Vrouw,20,315
2020-05-10,80-84,Vrouw,27,467
2020-05-10,85-89,Vrouw,50,564
2020-05-10,90-94,Vrouw,53,430
2020-05-10,95+,Vrouw,19,193
2020-05-10,0-4,Man,0,0
2020-05-10,5-9,Man,0,0
2020-05-10,10-14,Man,0,0
2020-05-10,15-19,Man,0,1
2020-05-10,20-24,Man,0,0
2020-05-10,25-29,Man,0,3
2020-05-10,30-34,Man,0,2
2020-05-10,35-39,Man,0,5
2020-05-10,40-44,Man,0,5
2020-05-10,45-49,Man,1,7
2020-05-10,50-54,Man,2,21
2020-05-10,55-59,Man,5,66
2020-05-10,60-64,Man,5,101
2020-05-10,65-69,Man,7,194
2020-05-10,70-74,Man,20,346
2020-05-10,75-79,Man,32,621
2020-05-10,80-84,Man,29,680
2020-05-10,85-89,Man,42,641
2020-05-10,90-94,Man,20,277
2020-05-10,95+,Man,7,70
