Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-12,0-4,Vrouw,0,0
2020-04-12,5-9,Vrouw,0,0
2020-04-12,10-14,Vrouw,0,0
2020-04-12,15-19,Vrouw,0,0
2020-04-12,20-24,Vrouw,0,0
2020-04-12,25-29,Vrouw,0,0
2020-04-12,30-34,Vrouw,0,1
2020-04-12,35-39,Vrouw,-1,1
2020-04-12,40-44,Vrouw,0,0
2020-04-12,45-49,Vrouw,-9,5
2020-04-12,50-54,Vrouw,-9,11
2020-04-12,55-59,Vrouw,-10,14
2020-04-12,60-64,Vrouw,-28,23
2020-04-12,65-69,Vrouw,-54,58
2020-04-12,70-74,Vrouw,-141,99
2020-04-12,75-79,Vrouw,-177,161
2020-04-12,80-84,Vrouw,-280,235
2020-04-12,85-89,Vrouw,-407,242
2020-04-12,90-94,Vrouw,-321,171
2020-04-12,95+,Vrouw,-158,64
2020-04-12,0-4,Man,0,0
2020-04-12,5-9,Man,0,0
2020-04-12,10-14,Man,0,0
2020-04-12,15-19,Man,-1,0
2020-04-12,20-24,Man,0,0
2020-04-12,25-29,Man,0,3
2020-04-12,30-34,Man,-2,1
2020-04-12,35-39,Man,-4,1
2020-04-12,40-44,Man,-2,3
2020-04-12,45-49,Man,-7,2
2020-04-12,50-54,Man,-17,9
2020-04-12,55-59,Man,-45,28
2020-04-12,60-64,Man,-56,55
2020-04-12,65-69,Man,-100,115
2020-04-12,70-74,Man,-182,196
2020-04-12,75-79,Man,-292,359
2020-04-12,80-84,Man,-342,388
2020-04-12,85-89,Man,-348,351
2020-04-12,90-94,Man,-195,119
2020-04-12,95+,Man,-54,20
