Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-06-15,0-4,Vrouw,0,0
2020-06-15,5-9,Vrouw,0,0
2020-06-15,10-14,Vrouw,0,0
2020-06-15,15-19,Vrouw,0,0
2020-06-15,20-24,Vrouw,0,0
2020-06-15,25-29,Vrouw,0,0
2020-06-15,30-34,Vrouw,0,1
2020-06-15,35-39,Vrouw,1,2
2020-06-15,40-44,Vrouw,0,0
2020-06-15,45-49,Vrouw,9,14
2020-06-15,50-54,Vrouw,10,20
2020-06-15,55-59,Vrouw,12,24
2020-06-15,60-64,Vrouw,31,52
2020-06-15,65-69,Vrouw,60,114
2020-06-15,70-74,Vrouw,149,243
2020-06-15,75-79,Vrouw,196,342
2020-06-15,80-84,Vrouw,305,522
2020-06-15,85-89,Vrouw,445,662
2020-06-15,90-94,Vrouw,355,504
2020-06-15,95+,Vrouw,174,228
2020-06-15,0-4,Man,0,0
2020-06-15,5-9,Man,0,0
2020-06-15,10-14,Man,0,0
2020-06-15,15-19,Man,1,1
2020-06-15,20-24,Man,0,0
2020-06-15,25-29,Man,1,3
2020-06-15,30-34,Man,2,3
2020-06-15,35-39,Man,4,5
2020-06-15,40-44,Man,3,5
2020-06-15,45-49,Man,7,9
2020-06-15,50-54,Man,18,27
2020-06-15,55-59,Man,50,75
2020-06-15,60-64,Man,62,112
2020-06-15,65-69,Man,111,217
2020-06-15,70-74,Man,207,382
2020-06-15,75-79,Man,327,658
2020-06-15,80-84,Man,366,738
2020-06-15,85-89,Man,385,709
2020-06-15,90-94,Man,209,318
2020-06-15,95+,Man,56,75
