Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-13,0-4,Vrouw,0,0
2020-05-13,5-9,Vrouw,0,0
2020-05-13,10-14,Vrouw,0,0
2020-05-13,15-19,Vrouw,0,0
2020-05-13,20-24,Vrouw,0,0
2020-05-13,25-29,Vrouw,0,0
2020-05-13,30-34,Vrouw,0,1
2020-05-13,35-39,Vrouw,0,2
2020-05-13,40-44,Vrouw,0,0
2020-05-13,45-49,Vrouw,0,13
2020-05-13,50-54,Vrouw,0,18
2020-05-13,55-59,Vrouw,0,23
2020-05-13,60-64,Vrouw,1,48
2020-05-13,65-69,Vrouw,1,108
2020-05-13,70-74,Vrouw,2,225
2020-05-13,75-79,Vrouw,1,321
2020-05-13,80-84,Vrouw,6,481
2020-05-13,85-89,Vrouw,9,583
2020-05-13,90-94,Vrouw,6,448
2020-05-13,95+,Vrouw,2,197
2020-05-13,0-4,Man,0,0
2020-05-13,5-9,Man,0,0
2020-05-13,10-14,Man,0,0
2020-05-13,15-19,Man,0,1
2020-05-13,20-24,Man,0,0
2020-05-13,25-29,Man,0,3
2020-05-13,30-34,Man,0,2
2020-05-13,35-39,Man,0,5
2020-05-13,40-44,Man,0,5
2020-05-13,45-49,Man,0,7
2020-05-13,50-54,Man,0,22
2020-05-13,55-59,Man,1,68
2020-05-13,60-64,Man,1,102
2020-05-13,65-69,Man,1,195
2020-05-13,70-74,Man,3,353
2020-05-13,75-79,Man,2,625
2020-05-13,80-84,Man,5,692
2020-05-13,85-89,Man,4,654
2020-05-13,90-94,Man,7,289
2020-05-13,95+,Man,0,71
