Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-22,0-4,Vrouw,0,0
2020-05-22,5-9,Vrouw,0,0
2020-05-22,10-14,Vrouw,0,0
2020-05-22,15-19,Vrouw,0,0
2020-05-22,20-24,Vrouw,0,0
2020-05-22,25-29,Vrouw,0,0
2020-05-22,30-34,Vrouw,0,1
2020-05-22,35-39,Vrouw,0,2
2020-05-22,40-44,Vrouw,0,0
2020-05-22,45-49,Vrouw,0,14
2020-05-22,50-54,Vrouw,0,19
2020-05-22,55-59,Vrouw,0,23
2020-05-22,60-64,Vrouw,0,50
2020-05-22,65-69,Vrouw,0,110
2020-05-22,70-74,Vrouw,0,233
2020-05-22,75-79,Vrouw,1,332
2020-05-22,80-84,Vrouw,1,500
2020-05-22,85-89,Vrouw,0,616
2020-05-22,90-94,Vrouw,2,471
2020-05-22,95+,Vrouw,1,214
2020-05-22,0-4,Man,0,0
2020-05-22,5-9,Man,0,0
2020-05-22,10-14,Man,0,0
2020-05-22,15-19,Man,0,1
2020-05-22,20-24,Man,0,0
2020-05-22,25-29,Man,0,3
2020-05-22,30-34,Man,0,2
2020-05-22,35-39,Man,0,5
2020-05-22,40-44,Man,0,5
2020-05-22,45-49,Man,0,8
2020-05-22,50-54,Man,0,24
2020-05-22,55-59,Man,0,72
2020-05-22,60-64,Man,1,107
2020-05-22,65-69,Man,0,207
2020-05-22,70-74,Man,2,371
2020-05-22,75-79,Man,2,637
2020-05-22,80-84,Man,1,711
2020-05-22,85-89,Man,1,673
2020-05-22,90-94,Man,1,304
2020-05-22,95+,Man,0,73
