Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2021-01-12,0-4,Man,0,1
2021-01-12,10-14,Man,0,0
2021-01-12,15-19,Man,0,2
2021-01-12,20-24,Man,1,2
2021-01-12,25-29,Man,0,4
2021-01-12,30-34,Man,0,4
2021-01-12,35-39,Man,0,10
2021-01-12,40-44,Man,0,12
2021-01-12,45-49,Man,0,28
2021-01-12,5-9,Man,0,0
2021-01-12,50-54,Man,2,61
2021-01-12,55-59,Man,6,111
2021-01-12,60-64,Man,6,190
2021-01-12,65-69,Man,7,369
2021-01-12,70-74,Man,47,753
2021-01-12,75-79,Man,66,1254
2021-01-12,80-84,Man,98,1537
2021-01-12,85-89,Man,93,1548
2021-01-12,90-94,Man,53,767
2021-01-12,95+,Man,11,194
2021-01-12,0-4,Vrouw,0,0
2021-01-12,10-14,Vrouw,0,0
2021-01-12,15-19,Vrouw,0,0
2021-01-12,20-24,Vrouw,0,0
2021-01-12,25-29,Vrouw,0,0
2021-01-12,30-34,Vrouw,0,2
2021-01-12,35-39,Vrouw,0,5
2021-01-12,40-44,Vrouw,1,2
2021-01-12,45-49,Vrouw,0,22
2021-01-12,5-9,Vrouw,0,0
2021-01-12,50-54,Vrouw,0,37
2021-01-12,55-59,Vrouw,3,51
2021-01-12,60-64,Vrouw,2,98
2021-01-12,65-69,Vrouw,10,204
2021-01-12,70-74,Vrouw,34,434
2021-01-12,75-79,Vrouw,31,670
2021-01-12,80-84,Vrouw,62,1098
2021-01-12,85-89,Vrouw,98,1422
2021-01-12,90-94,Vrouw,76,1142
2021-01-12,95+,Vrouw,30,529
