Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2021-01-19,0-4,Man,0,1
2021-01-19,10-14,Man,0,0
2021-01-19,15-19,Man,0,2
2021-01-19,20-24,Man,0,2
2021-01-19,25-29,Man,0,4
2021-01-19,30-34,Man,0,4
2021-01-19,35-39,Man,0,10
2021-01-19,40-44,Man,2,14
2021-01-19,45-49,Man,1,29
2021-01-19,5-9,Man,0,0
2021-01-19,50-54,Man,0,61
2021-01-19,55-59,Man,3,114
2021-01-19,60-64,Man,7,197
2021-01-19,65-69,Man,16,385
2021-01-19,70-74,Man,29,782
2021-01-19,75-79,Man,41,1295
2021-01-19,80-84,Man,70,1607
2021-01-19,85-89,Man,75,1623
2021-01-19,90-94,Man,40,807
2021-01-19,95+,Man,9,203
2021-01-19,0-4,Vrouw,0,0
2021-01-19,10-14,Vrouw,0,0
2021-01-19,15-19,Vrouw,0,0
2021-01-19,20-24,Vrouw,0,0
2021-01-19,25-29,Vrouw,0,0
2021-01-19,30-34,Vrouw,0,2
2021-01-19,35-39,Vrouw,0,5
2021-01-19,40-44,Vrouw,0,2
2021-01-19,45-49,Vrouw,0,22
2021-01-19,5-9,Vrouw,0,0
2021-01-19,50-54,Vrouw,2,39
2021-01-19,55-59,Vrouw,2,53
2021-01-19,60-64,Vrouw,4,102
2021-01-19,65-69,Vrouw,7,211
2021-01-19,70-74,Vrouw,19,453
2021-01-19,75-79,Vrouw,34,704
2021-01-19,80-84,Vrouw,66,1164
2021-01-19,85-89,Vrouw,74,1496
2021-01-19,90-94,Vrouw,66,1208
2021-01-19,95+,Vrouw,32,561
